GameDate, GameID, Visitor, Home
2024-01-12,0022300534,HOU,DET
2024-01-12,0022300535,ORL,MIA
2024-01-12,0022300536,GSW,CHI
2024-01-12,0022300537,LAC,MEM
2024-01-12,0022300538,POR,MIN
2024-01-12,0022300539,NOP,DEN
2024-01-12,0022300540,TOR,UTA
2024-01-12,0022300541,CHA,SAS
2024-01-13,0022300542,HOU,BOS
2024-01-13,0022300543,WAS,ATL
2024-01-13,0022300544,NYK,MEM
2024-01-13,0022300545,GSW,MIL
2024-01-13,0022300546,ORL,OKC
2024-01-13,0022300547,NOP,DAL
2024-01-13,0022300548,CHI,SAS
2024-01-13,0022300549,LAL,UTA
2024-01-14,0022300550,IND,DEN
2024-01-14,0022300551,CHA,MIA
2024-01-14,0022300552,SAC,MIL
2024-01-14,0022300553,LAC,MIN
2024-01-14,0022300554,PHX,POR
2024-01-15,0022300555,HOU,PHI
2024-01-15,0022300556,NOP,DAL
2024-01-15,0022300557,ORL,NYK
2024-01-15,0022300558,DET,WAS
2024-01-15,0022300559,SAS,ATL
2024-01-15,0022300560,GSW,MEM
2024-01-15,0022300561,CHI,CLE
2024-01-15,0022300562,MIA,BKN
2024-01-15,0022300563,BOS,TOR
2024-01-15,0022300564,IND,UTA
2024-01-15,0022300565,OKC,LAL
2024-01-16,0022300566,DEN,PHI
2024-01-16,0022300567,SAC,PHX
2024-01-16,0022300568,OKC,LAC
2024-01-17,0022300569,MIN,DET
2024-01-17,0022300570,ORL,ATL
2024-01-17,0022300571,SAS,BOS
2024-01-17,0022300572,MIL,CLE
2024-01-17,0022300573,HOU,NYK
2024-01-17,0022300574,MIA,TOR
2024-01-17,0022300575,CHA,NOP
2024-01-17,0022300577,DAL,LAL
2024-01-17,0022300576,GSW,UTA
2024-01-17,0022300578,BKN,POR
2024-01-18,0022300579,WAS,NYK
2024-01-18,0022300580,CHI,TOR
2024-01-18,0022300581,OKC,UTA
2024-01-18,0022300582,MEM,MIN
2024-01-18,0022300583,IND,SAC
2024-01-19,0022300584,SAS,CHA
2024-01-19,0022300585,PHI,ORL
2024-01-19,0022300586,DEN,BOS
2024-01-19,0022300587,ATL,MIA
2024-01-19,0022300588,PHX,NOP
2024-01-19,0022300589,DAL,GSW
2024-01-19,0022300590,IND,POR
2024-01-19,0022300591,BKN,LAL
2024-01-20,0022300592,MIL,DET
2024-01-20,0022300593,PHI,CHA
2024-01-20,0022300594,SAS,WAS
2024-01-20,0022300595,CLE,ATL
2024-01-20,0022300596,TOR,NYK
2024-01-20,0022300597,MEM,CHI
2024-01-20,0022300598,UTA,HOU
2024-01-20,0022300599,OKC,MIN
2024-01-21,0022300600,BKN,LAC
2024-01-21,0022300601,MIA,ORL
2024-01-21,0022300602,DEN,WAS
2024-01-21,0022300603,BOS,HOU
2024-01-21,0022300604,IND,PHX
2024-01-21,0022300605,POR,LAL
2024-01-22,0022300606,MIL,DET
2024-01-22,0022300607,CLE,ORL
2024-01-22,0022300608,SAS,PHI
2024-01-22,0022300609,MEM,TOR
2024-01-22,0022300610,CHA,MIN
2024-01-22,0022300611,BOS,DAL
2024-01-22,0022300612,CHI,PHX
2024-01-22,0022300613,ATL,SAC
2024-01-23,0022300614,DEN,IND
2024-01-23,0022300615,NYK,BKN
2024-01-23,0022300616,UTA,NOP
2024-01-23,0022300617,POR,OKC
2024-01-23,0022300618,LAL,LAC
2024-01-24,0022300619,CHA,DET
2024-01-24,0022300620,MIN,WAS
2024-01-24,0022300621,MEM,MIA
2024-01-24,0022300623,POR,HOU
2024-01-24,0022300624,CLE,MIL
2024-01-24,0022300622,OKC,SAS
2024-01-24,0022300625,PHX,DAL
2024-01-24,0022300626,ATL,GSW
2024-01-25,0022300627,PHI,IND
2024-01-25,0022300628,UTA,WAS
2024-01-25,0022300629,MIN,BKN
2024-01-25,0022300630,BOS,MIA
2024-01-25,0022300631,DEN,NYK
2024-01-25,0022300632,SAC,GSW
2024-01-25,0022300633,CHI,LAL
2024-01-26,0022300634,DAL,ATL
2024-01-26,0022300635,HOU,CHA
2024-01-26,0022300636,PHX,IND
2024-01-26,0022300637,LAC,TOR
2024-01-26,0022300638,ORL,MEM
2024-01-26,0022300639,CLE,MIL
2024-01-26,0022300640,OKC,NOP
2024-01-26,0022300641,POR,SAS
2024-01-27,0022300642,WAS,DET
2024-01-27,0022300643,MIA,NYK
2024-01-27,0022300644,PHI,DEN
2024-01-27,0022300645,HOU,BKN
2024-01-27,0022300646,LAC,BOS
2024-01-27,0022300647,UTA,CHA
2024-01-27,0022300648,NOP,MIL
2024-01-27,0022300649,MIN,SAS
2024-01-27,0022300650,LAL,GSW
2024-01-27,0022300651,SAC,DAL
2024-01-28,0022300652,MEM,IND
2024-01-28,0022300653,TOR,ATL
2024-01-28,0022300654,OKC,DET
2024-01-28,0022300655,PHX,ORL
2024-01-28,0022300656,CHI,POR
2024-01-29,0022300657,NYK,CHA
2024-01-29,0022300658,LAC,CLE
2024-01-29,0022300659,NOP,BOS
2024-01-29,0022300660,UTA,BKN
2024-01-29,0022300661,PHX,MIA
2024-01-29,0022300662,LAL,HOU
2024-01-29,0022300663,SAC,MEM
2024-01-29,0022300664,MIN,OKC
2024-01-29,0022300665,WAS,SAS
2024-01-29,0022300666,ORL,DAL
2024-01-29,0022300667,MIL,DEN
2024-01-29,0022300668,PHI,POR
2024-01-30,0022300669,LAL,ATL
2024-01-30,0022300670,IND,BOS
2024-01-30,0022300671,UTA,NYK
2024-01-30,0022300672,TOR,CHI
2024-01-30,0022300673,PHI,GSW
2024-01-31,0022300674,CHI,CHA
2024-01-31,0022300675,DET,CLE
2024-01-31,0022300676,LAC,WAS
2024-01-31,0022300678,SAC,MIA
2024-01-31,0022300679,NOP,HOU
2024-01-31,0022300680,DAL,MIN
2024-01-31,0022300681,ORL,SAS
2024-01-31,0022300682,DEN,OKC
2024-01-31,0022300677,PHX,BKN
2024-01-31,0022300683,MIL,POR
2024-02-01,0022300684,LAL,BOS
2024-02-01,0022300685,IND,NYK
2024-02-01,0022300686,PHI,UTA
2024-02-01,0022300687,CLE,MEM
2024-02-02,0022300688,LAC,DET
2024-02-02,0022300689,MIA,WAS
2024-02-02,0022300690,PHX,ATL
2024-02-02,0022300691,SAC,IND
2024-02-02,0022300692,TOR,HOU
2024-02-02,0022300693,GSW,MEM
2024-02-02,0022300694,ORL,MIN
2024-02-02,0022300695,CHA,OKC
2024-02-02,0022300696,NOP,SAS
2024-02-02,0022300697,POR,DEN
2024-02-03,0022300698,BKN,PHI
2024-02-03,0022300699,GSW,ATL
2024-02-03,0022300700,SAC,CHI
2024-02-03,0022300701,LAL,NYK
2024-02-03,0022300702,MIL,DAL
2024-02-03,0022300703,CLE,SAS
2024-02-04,0022300704,ORL,DET
2024-02-04,0022300705,PHX,WAS
2024-02-04,0022300706,MEM,BOS
2024-02-04,0022300707,IND,CHA
2024-02-04,0022300708,LAC,MIA
2024-02-04,0022300709,HOU,MIN
2024-02-04,0022300710,TOR,OKC
2024-02-04,0022300711,MIL,UTA
2024-02-04,0022300712,POR,DEN
2024-02-05,0022300713,LAL,CHA
2024-02-05,0022300714,SAC,CLE
2024-02-05,0022300715,DAL,PHI
2024-02-05,0022300716,LAC,ATL
2024-02-05,0022300717,GSW,BKN
2024-02-05,0022300718,TOR,NOP
2024-02-06,0022300719,HOU,IND
2024-02-06,0022300720,DAL,BKN
2024-02-06,0022300721,ORL,MIA
2024-02-06,0022300722,MEM,NYK
2024-02-06,0022300723,MIN,CHI
2024-02-06,0022300724,OKC,UTA
2024-02-06,0022300725,MIL,PHX
2024-02-07,0022300726,TOR,CHA
2024-02-07,0022300727,GSW,PHI
2024-02-07,0022300728,CLE,WAS
2024-02-07,0022300729,ATL,BOS
2024-02-07,0022300730,SAS,MIA
2024-02-07,0022300731,NOP,LAC
2024-02-07,0022300732,DET,SAC
2024-02-08,0022300733,GSW,IND
2024-02-08,0022300734,SAS,ORL
2024-02-08,0022300735,CLE,BKN
2024-02-08,0022300736,DAL,NYK
2024-02-08,0022300737,CHI,MEM
2024-02-08,0022300738,MIN,MIL
2024-02-08,0022300739,UTA,PHX
2024-02-08,0022300740,DEN,LAL
2024-02-08,0022300741,DET,POR
2024-02-09,0022300742,ATL,PHI
2024-02-09,0022300743,WAS,BOS
2024-02-09,0022300744,HOU,TOR
2024-02-09,0022300745,CHA,MIL
2024-02-09,0022300746,DEN,SAC
2024-02-09,0022300747,NOP,LAL
2024-02-10,0022300748,OKC,DAL
2024-02-10,0022300749,DET,LAC
2024-02-10,0022300750,SAS,BKN
2024-02-10,0022300751,MEM,CHA
2024-02-10,0022300752,CHI,ORL
2024-02-10,0022300753,PHI,WAS
2024-02-10,0022300754,HOU,ATL
2024-02-10,0022300755,IND,NYK
2024-02-10,0022300756,CLE,TOR
2024-02-10,0022300757,PHX,GSW
2024-02-10,0022300758,NOP,POR
2024-02-11,0022300759,BOS,MIA
2024-02-11,0022300760,SAC,OKC
2024-02-12,0022300761,IND,CHA
2024-02-12,0022300762,PHI,CLE
2024-02-12,0022300763,CHI,ATL
2024-02-12,0022300764,SAS,TOR
2024-02-12,0022300765,NYK,HOU
2024-02-12,0022300766,NOP,MEM
2024-02-12,0022300767,DEN,MIL
2024-02-12,0022300768,WAS,DAL
2024-02-12,0022300769,GSW,UTA
2024-02-12,0022300770,MIN,LAC
2024-02-13,0022300771,BOS,BKN
2024-02-13,0022300772,OKC,ORL
2024-02-13,0022300773,MIA,MIL
2024-02-13,0022300774,SAC,PHX
2024-02-13,0022300775,MIN,POR
2024-02-13,0022300776,DET,LAL
2024-02-14,0022300777,ATL,CHA
2024-02-14,0022300778,NYK,ORL
2024-02-14,0022300779,MIA,PHI
2024-02-14,0022300780,BKN,BOS
2024-02-14,0022300781,CHI,CLE
2024-02-14,0022300782,IND,TOR
2024-02-14,0022300783,HOU,MEM
2024-02-14,0022300784,WAS,NOP
2024-02-14,0022300785,SAS,DAL
2024-02-14,0022300786,SAC,DEN
2024-02-14,0022300787,DET,PHX
2024-02-14,0022300788,LAL,UTA
2024-02-14,0022300789,LAC,GSW
2024-02-15,0022300790,MIL,MEM
2024-02-15,0022300791,MIN,POR
2024-02-22,0022300792,ORL,CLE
2024-02-22,0022300793,DET,IND
2024-02-22,0022300794,NYK,PHI
2024-02-22,0022300795,BKN,TOR
2024-02-22,0022300796,PHX,DAL
2024-02-22,0022300797,BOS,CHI
2024-02-22,0022300798,HOU,NOP
2024-02-22,0022300799,LAC,OKC
2024-02-22,0022300800,WAS,DEN
2024-02-22,0022300801,CHA,UTA
2024-02-22,0022300802,LAL,GSW
2024-02-22,0022300803,SAS,SAC
2024-02-23,0022300804,TOR,ATL
2024-02-23,0022300805,CLE,PHI
2024-02-23,0022300806,PHX,HOU
2024-02-23,0022300807,LAC,MEM
2024-02-23,0022300808,MIL,MIN
2024-02-23,0022300809,WAS,OKC
2024-02-23,0022300810,MIA,NOP
2024-02-23,0022300811,CHA,GSW
2024-02-23,0022300812,DEN,POR
2024-02-23,0022300813,SAS,LAL
2024-02-24,0022300814,ORL,DET
2024-02-24,0022300815,BKN,MIN
2024-02-24,0022300816,BOS,NYK
2024-02-25,0022300817,MIL,PHI
2024-02-25,0022300818,LAL,PHX
2024-02-25,0022300819,DAL,IND
2024-02-25,0022300820,CLE,WAS
2024-02-25,0022300821,ORL,ATL
2024-02-25,0022300822,OKC,HOU
2024-02-25,0022300823,CHI,NOP
2024-02-25,0022300824,DEN,GSW
2024-02-25,0022300825,SAS,UTA
2024-02-25,0022300826,CHA,POR
2024-02-25,0022300827,SAC,LAC
2024-02-26,0022300828,NYK,DET
2024-02-26,0022300829,TOR,IND
2024-02-26,0022300830,BKN,MEM
2024-02-26,0022300831,MIA,SAC
2024-02-27,0022300832,DAL,CLE
2024-02-27,0022300833,BKN,ORL
2024-02-27,0022300834,GSW,WAS
2024-02-27,0022300835,UTA,ATL
2024-02-27,0022300836,PHI,BOS
2024-02-27,0022300837,NOP,NYK
2024-02-27,0022300838,SAS,MIN
2024-02-27,0022300839,DET,CHI
2024-02-27,0022300840,CHA,MIL
2024-02-27,0022300841,HOU,OKC
2024-02-27,0022300842,MIA,POR
2024-02-28,0022300843,NOP,IND
2024-02-28,0022300844,DAL,TOR
2024-02-28,0022300845,MEM,MIN
2024-02-28,0022300846,CLE,CHI
2024-02-28,0022300847,SAC,DEN
2024-02-28,0022300848,LAL,LAC
2024-02-29,0022300849,MIL,CHA
2024-02-29,0022300850,UTA,ORL
2024-02-29,0022300851,ATL,BKN
2024-02-29,0022300852,GSW,NYK
2024-02-29,0022300853,OKC,SAS
2024-02-29,0022300854,HOU,PHX
2024-02-29,0022300855,MIA,DEN
2024-02-29,0022300856,WAS,LAL
2024-03-01,0022300857,CLE,DET
2024-03-01,0022300858,CHA,PHI
2024-03-01,0022300859,DAL,BOS
2024-03-01,0022300860,GSW,TOR
2024-03-01,0022300861,POR,MEM
2024-03-01,0022300862,SAC,MIN
2024-03-01,0022300863,IND,NOP
2024-03-01,0022300864,MIL,CHI
2024-03-01,0022300865,WAS,LAC
2024-03-02,0022300866,ATL,BKN
2024-03-02,0022300867,UTA,MIA
2024-03-02,0022300868,POR,MEM
2024-03-02,0022300869,DEN,LAL
2024-03-02,0022300870,HOU,PHX
2024-03-03,0022300871,PHI,DAL
2024-03-03,0022300872,GSW,BOS
2024-03-03,0022300873,LAC,MIN
2024-03-03,0022300874,DET,ORL
2024-03-03,0022300875,CHA,TOR
2024-03-03,0022300876,NYK,CLE
2024-03-03,0022300877,IND,SAS
2024-03-03,0022300878,OKC,PHX
2024-03-04,0022300879,MEM,BKN
2024-03-04,0022300880,LAC,MIL
2024-03-04,0022300881,POR,MIN
2024-03-04,0022300882,WAS,UTA
2024-03-04,0022300883,CHI,SAC
2024-03-04,0022300884,OKC,LAL
2024-03-05,0022300885,ORL,CHA
2024-03-05,0022300886,BOS,CLE
2024-03-05,0022300887,PHI,BKN
2024-03-05,0022300888,DET,MIA
2024-03-05,0022300889,ATL,NYK
2024-03-05,0022300890,NOP,TOR
2024-03-05,0022300891,SAS,HOU
2024-03-05,0022300892,IND,DAL
2024-03-05,0022300893,PHX,DEN
2024-03-06,0022300894,ORL,WAS
2024-03-06,0022300895,CLE,ATL
2024-03-06,0022300896,MEM,PHI
2024-03-06,0022300897,LAC,HOU
2024-03-06,0022300898,CHI,UTA
2024-03-06,0022300899,MIL,GSW
2024-03-06,0022300900,OKC,POR
2024-03-06,0022300901,SAC,LAL
2024-03-07,0022300902,BKN,DET
2024-03-07,0022300903,MIN,IND
2024-03-07,0022300904,MIA,DAL
2024-03-07,0022300905,TOR,PHX
2024-03-07,0022300906,BOS,DEN
2024-03-07,0022300907,CHI,GSW
2024-03-07,0022300908,SAS,SAC
2024-03-08,0022300909,NOP,PHI
2024-03-08,0022300910,CHA,WAS
2024-03-08,0022300911,MIN,CLE
2024-03-08,0022300912,ORL,NYK
2024-03-08,0022300913,ATL,MEM
2024-03-08,0022300914,MIA,OKC
2024-03-08,0022300915,MIL,LAL
2024-03-08,0022300916,HOU,POR
2024-03-09,0022300917,CHI,LAC
2024-03-09,0022300918,BKN,CHA
2024-03-09,0022300919,DAL,DET
2024-03-09,0022300920,BOS,PHX
2024-03-09,0022300921,SAS,GSW
2024-03-09,0022300922,UTA,DEN
2024-03-09,0022300923,TOR,POR
2024-03-10,0022300924,MIL,LAC
2024-03-10,0022300925,NOP,ATL
2024-03-10,0022300926,WAS,MIA
2024-03-10,0022300927,PHI,NYK
2024-03-10,0022300928,IND,ORL
2024-03-10,0022300929,HOU,SAC
2024-03-10,0022300930,BKN,CLE
2024-03-10,0022300931,MEM,OKC
2024-03-10,0022300932,MIN,LAL
2024-03-11,0022300933,CHA,DET
2024-03-11,0022300934,PHX,CLE
2024-03-11,0022300935,DAL,CHI
2024-03-11,0022300936,GSW,SAS
2024-03-11,0022300937,TOR,DEN
2024-03-11,0022300938,BOS,POR
2024-03-12,0022300939,PHI,NYK
2024-03-12,0022300940,WAS,MEM
2024-03-12,0022300941,IND,OKC
2024-03-12,0022300942,HOU,SAS
2024-03-12,0022300943,BOS,UTA
2024-03-12,0022300944,MIN,LAC
2024-03-12,0022300945,MIL,SAC
2024-03-13,0022300946,TOR,DET
2024-03-13,0022300947,BKN,ORL
2024-03-13,0022300948,CHI,IND
2024-03-13,0022300949,DEN,MIA
2024-03-13,0022300950,CHA,MEM
2024-03-13,0022300951,CLE,NOP
2024-03-13,0022300952,GSW,DAL
2024-03-13,0022300953,ATL,POR
2024-03-13,0022300954,LAL,SAC
2024-03-14,0022300955,PHX,BOS
2024-03-14,0022300956,LAC,CHI
2024-03-14,0022300957,WAS,HOU
2024-03-14,0022300958,PHI,MIL
2024-03-14,0022300959,DAL,OKC
2024-03-14,0022300960,NYK,POR
2024-03-15,0022300961,PHX,CHA
2024-03-15,0022300962,MIA,DET
2024-03-15,0022300963,ORL,TOR
2024-03-15,0022300964,LAC,NOP
2024-03-15,0022300965,DEN,SAS
2024-03-15,0022300966,ATL,UTA
2024-03-16,0022300967,CLE,HOU
2024-03-16,0022300968,BKN,IND
2024-03-16,0022300969,CHA,PHI
2024-03-16,0022300970,POR,NOP
2024-03-16,0022300971,WAS,CHI
2024-03-16,0022300972,OKC,MEM
2024-03-16,0022300973,GSW,LAL
2024-03-16,0022300974,MIN,UTA
2024-03-16,0022300975,NYK,SAC
2024-03-17,0022300976,PHX,MIL
2024-03-17,0022300977,MIA,DET
2024-03-17,0022300978,DEN,DAL
2024-03-17,0022300979,TOR,ORL
2024-03-17,0022300980,BOS,WAS
2024-03-17,0022300981,BKN,SAS
2024-03-17,0022300982,ATL,LAC
2024-03-18,0022300983,CLE,IND
2024-03-18,0022300984,DET,BOS
2024-03-18,0022300985,MIA,PHI
2024-03-18,0022300986,POR,CHI
2024-03-18,0022300987,MIN,UTA
2024-03-18,0022300988,NYK,GSW
2024-03-18,0022300989,MEM,SAC
2024-03-18,0022300990,ATL,LAL
2024-03-19,0022300991,CHA,ORL
2024-03-19,0022300992,HOU,WAS
2024-03-19,0022300993,NOP,BKN
2024-03-19,0022300994,DAL,SAS
2024-03-19,0022300995,DEN,MIN
2024-03-20,0022300996,MIA,CLE
2024-03-20,0022300997,IND,DET
2024-03-20,0022300998,MIL,BOS
2024-03-20,0022300999,SAC,TOR
2024-03-20,0022301000,UTA,OKC
2024-03-20,0022301001,MEM,GSW
2024-03-20,0022301002,PHI,PHX
2024-03-20,0022301003,LAC,POR
2024-03-21,0022301004,NOP,ORL
2024-03-21,0022301005,SAC,WAS
2024-03-21,0022301006,CHI,HOU
2024-03-21,0022301007,BKN,MIL
2024-03-21,0022301008,UTA,DAL
2024-03-21,0022301009,NYK,DEN
2024-03-21,0022301010,ATL,PHX
2024-03-22,0022301011,BOS,DET
2024-03-22,0022301012,OKC,TOR
2024-03-22,0022301013,NOP,MIA
2024-03-22,0022301014,CLE,MIN
2024-03-22,0022301015,MEM,SAS
2024-03-22,0022301016,IND,GSW
2024-03-22,0022301017,LAC,POR
2024-03-22,0022301018,PHI,LAL
2024-03-23,0022301019,BKN,NYK
2024-03-23,0022301020,SAC,ORL
2024-03-23,0022301021,CHA,ATL
2024-03-23,0022301022,TOR,WAS
2024-03-23,0022301023,BOS,CHI
2024-03-23,0022301024,UTA,HOU
2024-03-23,0022301025,PHX,SAS
2024-03-23,0022301026,DEN,POR
2024-03-24,0022301027,NOP,DET
2024-03-24,0022301028,PHI,LAC
2024-03-24,0022301029,CLE,MIA
2024-03-24,0022301030,OKC,MIL
2024-03-24,0022301031,GSW,MIN
2024-03-24,0022301032,IND,LAL
2024-03-25,0022301033,CHA,CLE
2024-03-25,0022301034,BOS,ATL
2024-03-25,0022301035,DET,NYK
2024-03-25,0022301036,BKN,TOR
2024-03-25,0022301037,WAS,CHI
2024-03-25,0022301038,POR,HOU
2024-03-25,0022301039,PHX,SAS
2024-03-25,0022301040,MEM,DEN
2024-03-25,0022301041,DAL,UTA
2024-03-25,0022301042,PHI,SAC
2024-03-25,0022301043,IND,LAC
2024-03-26,0022301044,GSW,MIA
2024-03-26,0022301045,LAL,MIL
2024-03-26,0022301046,OKC,NOP
2024-03-26,0022301047,DAL,SAC
2024-03-27,0022301048,CLE,CHA
2024-03-27,0022301049,GSW,ORL
2024-03-27,0022301050,BKN,WAS
2024-03-27,0022301051,POR,ATL
2024-03-27,0022301052,LAC,PHI
2024-03-27,0022301053,NYK,TOR
